X,Y,REVISION,NOME,PROVINCIA,CONCELLO,PARROQUIA,LUGAR,X,Y,DATUM,FUSO,INTERESE,DOCUMENTO,APROBADO,PUBLICACIO,FICHA,SIOTUGA,CLASIFICAC,ID_BIC,Nivel_1,CONTORNO,POL,PBA_2018,ID_PBA_201,DUPLICADO_,XENERICO,ID_IPAGA,ID_COPRA,OBSERVACIO,TIPOLOXIA,Buffer,CodImpresi,cod_PBM,_nome,_parroquia,_concello,_coord_x,_coord_y,_lugar,_afec,_tipo_prot,_num_PINF,_num_PORD,_categoria,_tipo,_descricio,_descricic,_uso_actua,_estado_co,_clas_solo,_ord_pba,_act_aut,_act_adic,_clase,_nivel_pro,_cod_snr,_FOTO,_FOTO_2,_ID_IPAGA,icon_url
-8.02775316965726,42.3836983103798,2019/11/11,Hórreo na Nogueira 03,Ourense,Punxín,Vilela (Santa María),"Nogueira, A",580034.00000000000,4692837.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37613.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37670,3.1-086,Hórreo na Nogueira 03,Vilela (Santa María),Punxín,"580034","4692837",A Nogueira,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-086.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.027266764657,42.3837302079241,2019/11/11,Hórreo na Nogueira 04,Ourense,Punxín,Vilela (Santa María),"Nogueira, A",580074.00000000000,4692841.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37614.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37671,3.1-087,Hórreo na Nogueira 04,Vilela (Santa María),Punxín,"580074","4692841",A Nogueira,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRC,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-4-C,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-087.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02732485459406,42.3839018137162,2019/11/11,Hórreo na Nogueira 05,Ourense,Punxín,Vilela (Santa María),"Nogueira, A",580069.00000000000,4692860.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37615.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37672,3.1-088,Hórreo na Nogueira 05,Vilela (Santa María),Punxín,"580069","4692860",A Nogueira,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,malo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-088.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.0277758525498,42.3845900909831,2019/11/11,Hórreo na Nogueira 06,Ourense,Punxín,Vilela (Santa María),"Vila, A",580031.00000000000,4692936.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37616.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37673,3.1-089,Hórreo na Nogueira 06,Vilela (Santa María),Punxín,"580031","4692936",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de fibrocemento.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite. Recuperarase o material orixinal de cuberta.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-089.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02790092875527,42.3843569971893,2019/11/11,Hórreo na Nogueira 07,Ourense,Punxín,Vilela (Santa María),"Vila, a",580021.00000000000,4692910.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37617.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37674,3.1-090,Hórreo na Nogueira 07,Vilela (Santa María),Punxín,"580021","4692910",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-090.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02747738937162,42.3850378564174,2019/11/11,Hórreo na Nogueira 08,Ourense,Punxín,Vilela (Santa María),"Vila, A",580055.00000000000,4692986.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37618.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37675,3.1-091,Hórreo na Nogueira 08,Vilela (Santa María),Punxín,"580055","4692986",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica p","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-091.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02767395655736,42.3848954287645,2019/11/11,Hórreo na Nogueira 09,Ourense,Punxín,Vilela (Santa María),"Vila, A",580039.00000000000,4692970.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37619.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37676,3.1-092,Hórreo na Nogueira 09,Vilela (Santa María),Punxín,"580039","4692970",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-092.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02721405970292,42.3847834558456,2019/11/11,Hórreo na Nogueira 10,Ourense,Punxín,Vilela (Santa María),"Vila, A",580077.00000000000,4692958.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37620.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37677,3.1-093,Hórreo na Nogueira 10,Vilela (Santa María),Punxín,"580077","4692958",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica c","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-2-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-093.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02659848711247,42.38452606428,2019/11/11,Hórreo na Nogueira 11,Ourense,Punxín,Vilela (Santa María),"Vila, A",580128.00000000000,4692930.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37621.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37678,3.1-094,Hórreo na Nogueira 11,Vilela (Santa María),Punxín,"580128","4692930",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés. A cámara é de madeira coas doelas colocadas horizontalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","Disposto encima dun muro de pedra tradicional, cunha porta de acceso a unha finca.",Agrícola,regular,SNRC,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-4-C,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-094.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02635569868257,42.3845149965462,2019/11/11,Hórreo na Nogueira 12,Ourense,Punxín,Vilela (Santa María),"Nogueira, A",580148.00000000000,4692929.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37622.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37679,3.1-095,Hórreo na Nogueira 12,Vilela (Santa María),Punxín,"580148","4692929",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de tres pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,regular,SNRC,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-4-C,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-095.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.02596798911666,42.3844486614111,2019/11/11,Hórreo na Nogueira 13,Ourense,Punxín,Vilela (Santa María),"Nogueira, A",580180.00000000000,4692922.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37623.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37680,3.1-096,Hórreo na Nogueira 13,Vilela (Santa María),Punxín,"580180","4692922",A Vila,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_01,32065_PBM_202204_B_PORD_01CL_01,Monumento,3. ETNOGRÁFICO,"-","-",Agrícola,"-",SNRC,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0503-4-C,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-096.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01260303368554,42.3721853033856,2019/11/11,Hórreo na Revolta 1,Ourense,Punxín,Freás (Santa María),"Revolta, A",581296.00000000000,4691573.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37486.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37681,3.1-016,Hórreo na Revolta 1,Freás (Santa María),Punxín,"581296","4691573",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de pedra e madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica",curva.,Agrícola,regular,SRPP,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,"-",C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-016.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01215046173478,42.372388541541,2019/11/11,Hórreo na Revolta 2,Ourense,Punxín,Freás (Santa María),"Revolta, A",581333.00000000000,4691596.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37487.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37682,3.1-017,Hórreo na Revolta 2,Freás (Santa María),Punxín,"581333","4691596",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0205-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-017.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-017_2.jpg,,
-8.01148847285964,42.3727790974305,2019/11/11,Hórreo na Revolta 3,Ourense,Punxín,Freás (Santa María),"Revolta, A",581387.00000000000,4691640.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37488.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37683,3.1-018,Hórreo na Revolta 3,Freás (Santa María),Punxín,"581387","4691640",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica curva.","-",Agrícola,bo,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0205-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-018.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-018_2.jpg,,
-8.01225256106471,42.3728487249963,2019/11/11,Hórreo na Revolta 4,Ourense,Punxín,Freás (Santa María),"Revolta, A",581324.00000000000,4691647.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37489.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37684,3.1-019,Hórreo na Revolta 4,Freás (Santa María),Punxín,"581324","4691647",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de formigón nos pés e os tornarratos, dispoñendo de tres pares de pés de elevada altura. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de",tella cerámica.,Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0205-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-019.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01277024325714,42.3731413747045,2019/11/11,Hórreo na Revolta 5,Ourense,Punxín,Freás (Santa María),"Revolta, A",581281.00000000000,4691679.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37490.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37685,3.1-020,Hórreo na Revolta 5,Freás (Santa María),Punxín,"581281","4691679",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pés de elevada altura. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0205-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-020.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
-8.01227657575298,42.373641455902,2019/11/11,Hórreo na Revolta 6,Ourense,Punxín,Freás (Santa María),"Revolta, A",581321.00000000000,4691735.00000000000,ETRS,29.00000000000,ETN,PBA,,https://www.xunta.gal/dog/Publicados/2018/20180827/AnuncioG0422-090818-0001_gl.pdf,0.00000000000,"-",CAT,"-","-",SUB,NON,SI,37491.00000000000,"-",HOR,"-",0.00000000000,"-",Hórreo,"50",Punxín_37686,3.1-021,Hórreo na Revolta 6,Freás (Santa María),Punxín,"581321","4691735",A Revolta,Perímetro,Arquitectónico e Etnográfico,32065_PBM_202204_B_PINF_03ECN_04,32065_PBM_202204_B_PORD_01CL_05,Monumento,3. ETNOGRÁFICO,"Hórreo con estrutura de pedra nos pés e os tornarratos, dispoñendo de dous pares de pés. A cámara é de madeira coas doelas colocadas verticalmente. A cuberta é a dúas augas con estrutura de madeira e cubrición a base de tella cerámica plana.","-",Agrícola,regular,SNRT,,"Investigación, Valorización, Mantemento, Conservación, Consolidación e Restauración.","A limpeza da pedra farase por medios manuais. Recuperaranse as pezas de madeira en bo estado, as novas serán de castaño seleccionado aplicándose imprimación superficial con lasures ou pinturas ao aceite.",Ben catalogado,Integral,0205-1-T,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\3.1-021.jpg,C:\PBM_PUNXIN\32065_PBM_202307_AI_02EDIT\02.FONTE_DATOS\Arquivos_imaxe\2_Fotografias_Catalogo\vacio.jpg,,
